Num,Horse Name,Age,Gender,Handicap Rating,Career Runs,Career Wins,Career Strike Rate,Career ROI,Career Placings,Career Place Strike Rate,Dry Track Runs,Dry Track Wins,Dry Track Strike Rate,Dry Track ROI,Wet Track Runs,Wet Track Wins,Wet Track Strike Rate,Wet Track ROI,Average Prize Money,Career Prize Money,Best Fixed Odds,BetEasy Odds,Weight,Weight Carried,Barrier,Prize Money,This Track Runs,This Track Wins,This Track Strike Rate,This Track ROI,This Track Places,This Track Place Strike Rate,This Distance Runs,This Distance Wins,This Distance Strike Rate,This Distance ROI,This Distance Places,This Distance Place Strike Rate,This Track Distance Runs,This Track Distance Wins,This Track Distance Strike Rate,This Track Distance ROI,This Track Distance Places,This Track Distance Place Strike Rate,This Condition Runs,This Condition Wins,This Condition Strike Rate,This Condition ROI,This Condition Places,This Condition Place Strike Rate,Jockey,Apprentice,Jockey Weight Claim,Jockey Last 100 Horse Earnings,Jockey Last 100 Avg Horse Earnings,Jockey Last 100 Starts,Jockey Last 100 Wins,Jockey Last 100 Strike Rate,Jockey Last 100 ROI,Jockey Last 100 Places,Jockey Last 100 Place Strike Rate,Jockey 12 Month Horse Earnings,Jockey 12 Month Avg Horse Earnings,Jockey 12 Months Starts,Jockey 12 Months Wins,Jockey 12 Months Strike Rate,Jockey 12 Months ROI,Jockey 12 Months Places,Jockey 12 Months Place Strike Rate,Jockey This Season Horse Earnings,Jockey This Season Avg Horse Earnings,Jockey This Season Starts,Jockey This Season Wins,Jockey This Season Strike Rate,Jockey This Season ROI,Jockey This Season Places,Jockey This Season Place Strike Rate,Jockey Last Season Horse Earnings,Jockey Last Season Avg Horse Earnings,Jockey Last Season Starts,Jockey Last Season Wins,Jockey Last Season Strike Rate,Jockey Last Season ROI,Jockey Last Season Places,Jockey Last Season Place Strike Rate,Trainer,Trainer Last 100 Horse Earnings,Trainer Last 100 Avg Horse Earnings,Trainer Last 100 Starts,Trainer Last 100 Wins,Trainer Last 100 Strike Rate,Trainer Last 100 ROI,Trainer Last 100 Places,Trainer Last 100 Place Strike Rate,Trainer 12 Month Horse Earnings,Trainer 12 Month Avg Horse Earnings,Trainer 12 Months Starts,Trainer 12 Months Wins,Trainer 12 Months Strike Rate,Trainer 12 Months ROI,Trainer 12 Months Places,Trainer 12 Months Place Strike Rate,Trainer This Season Horse Earnings,Trainer This Season Avg Horse Earnings,Trainer This Season Starts,Trainer This Season Wins,Trainer This Season Strike Rate,Trainer This Season ROI,Trainer This Season Places,Trainer This Season Place Strike Rate,Trainer Last Season Horse Earnings,Trainer Last Season Avg Horse Earnings,Trainer Last Season Starts,Trainer Last Season Wins,Trainer Last Season Strike Rate,Trainer Last Season ROI,Trainer Last Season Places,Trainer Last Season Place Strike Rate,Last Start Finish Position,Last Start Margin,Last Start Distance,Last Start Distance Change,Last Start Prize Money,Form Guide Url,Horse Profile Url,Jockey Profile Url,Trainer Profile Url,FinishResult
4,Deference,4,G,67,12,1,8.33,-83,7,58.33,5,1,20,-59,7,0,0,-100,8858,106300,15,,57.5,57.5,7,125000,1,0,0,-100,0,0,7,1,14.29,-71,4,57.14,0,0,0,0,0,0,5,1,20,-59,3,60,Kerrin Mc Evoy,No,,10080025,100800,100,10,10,-20,36,36,17906388,27848,643,69,10.73,-27,220,34.21,11797715,50418,234,21,8.97,-41,80,34.19,11094298,17147,647,74,11.44,-31,222,34.31,James Cummings,2491350,24914,100,21,21,-11,47,47,26104601,22446,1163,183,15.74,-21,537,46.17,14962045,40329,371,60,16.17,-19,174,46.9,23245801,18792,1237,198,16.01,-22,563,45.51,3,0.4,1200m,100,12000,https://www.punters.com.au/form-guide/royal-randwick_188075/easternbuilt-handicap_1086791/,https://www.punters.com.au/horses/deference_708426/,https://www.punters.com.au/jockeys/kerrin-mc-evoy_815/,https://www.punters.com.au/trainers/james-cummings_13534/,7
6,Salina Dreaming,4,M,68,6,3,50,29,6,100,1,1,100,260,5,2,40,-17,10745,64470,8,,56,56,3,125000,0,0,0,0,0,0,1,0,0,-100,1,100,0,0,0,0,0,0,1,1,100,260,1,100,Hugh Bowman,No,,2969850,29699,100,13,13,-3,37,37,13724812,25994,528,89,16.86,10,231,43.75,3423910,25362,135,17,12.59,-11,53,39.26,16899035,29647,570,94,16.49,7,255,44.74,Angela Davies,988425,9884,100,28,28,13,55,55,633625,26401,24,8,33.33,57,18,75,160925,16093,10,3,30,39,6,60,486210,18700,26,5,19.23,-8,14,53.85,1,0,1200m,100,20690,https://www.punters.com.au/form-guide/royal-randwick_188075/easternbuilt-handicap_1086791/,https://www.punters.com.au/horses/salina-dreaming_695077/,https://www.punters.com.au/jockeys/hugh-bowman_577/,https://www.punters.com.au/trainers/angela-davies_1754/,1
7,El Cohete,4,G,64,5,2,40,164,4,80,2,1,50,400,3,1,33.33,7,9668,48340,31,,56,56,9,125000,0,0,0,0,0,0,3,1,33.33,233,2,66.67,0,0,0,0,0,0,2,1,50,400,2,100,Regan Bayliss,No,,1559305,15593,100,9,9,-47,24,24,3226816,7628,423,34,8.04,-46,100,23.64,2123020,12713,167,13,7.78,-50,37,22.16,2574329,7777,331,23,6.95,-49,72,21.75,Joseph Pride,1246405,12464,100,16,16,-6,39,39,3803095,8489,448,68,15.18,-21,175,39.06,1666790,11656,143,23,16.08,-15,56,39.16,3462080,7304,474,66,13.92,-21,190,40.08,1,0,1100m,0,22000,https://www.punters.com.au/form-guide/royal-randwick_188075/easternbuilt-handicap_1086791/,https://www.punters.com.au/horses/el-cohete_760886/,https://www.punters.com.au/jockeys/regan-bayliss_7487/,https://www.punters.com.au/trainers/joseph-pride_488/,8
8,Ballistic Lover,3,F,72,8,3,37.5,44,6,75,5,3,60,130,3,0,0,-100,14409,115275,6.6,,55,55,2,125000,1,0,0,-100,0,0,3,2,66.67,130,3,100,0,0,0,0,0,0,5,3,60,130,5,100,Brenton Avdulla,No,,1962825,19628,100,17,17,10,41,41,9456884,14350,659,99,15.02,-22,289,43.85,3296640,14333,230,34,14.78,-23,93,40.43,10348379,14954,692,97,14.02,-31,311,44.94,Joseph Pride,1246405,12464,100,16,16,-6,39,39,3803095,8489,448,68,15.18,-21,175,39.06,1666790,11656,143,23,16.08,-15,56,39.16,3462080,7304,474,66,13.92,-21,190,40.08,1,0,1000m,-100,33250,https://www.punters.com.au/form-guide/royal-randwick_188075/easternbuilt-handicap_1086791/,https://www.punters.com.au/horses/ballistic-lover_740166/,https://www.punters.com.au/jockeys/brenton-avdulla_190/,https://www.punters.com.au/trainers/joseph-pride_488/,10
9,Redoute's Image,3,F,72,8,1,12.5,-19,5,62.5,5,0,0,-100,3,1,33.33,117,14213,113700,14,,55,55,1,125000,2,0,0,-100,0,0,3,1,33.33,117,3,100,0,0,0,0,0,0,5,0,0,-100,3,60,Jason Collett,No,,1732955,17330,100,13,13,-40,42,42,10765575,13340,807,100,12.39,-25,290,35.94,6546285,20205,324,45,13.89,-36,129,39.81,6808195,9603,709,89,12.55,-17,249,35.12,Kris Lees,653395,6534,100,13,13,-55,40,40,11199925,7887,1420,198,13.94,-33,559,39.37,3529275,7791,453,57,12.58,-50,181,39.96,11846383,8108,1461,216,14.78,-29,607,41.55,7,3.9,1200m,100,3500,https://www.punters.com.au/form-guide/royal-randwick_188075/easternbuilt-handicap_1086791/,https://www.punters.com.au/horses/redoutes-image_735834/,https://www.punters.com.au/jockeys/jason-collett_2426/,https://www.punters.com.au/trainers/kris-lees_408/,3
12,Selburose,3,F,70,6,2,33.33,-44,5,83.33,2,1,50,-12,4,1,25,-60,15150,90900,7,,54,54,4,125000,0,0,0,0,0,0,2,0,0,-100,2,100,0,0,0,0,0,0,2,1,50,-12,2,100,Glyn Schofield,No,,451090,4511,100,6,6,-50,20,20,1530520,5018,305,18,5.9,-29,68,22.3,462110,4575,101,6,5.94,-51,20,19.8,1986790,6151,323,15,4.64,-32,77,23.84,Chris Waller,1044505,10445,100,18,18,-31,45,45,37330931,15692,2379,310,13.03,-22,947,39.81,19068021,21210,899,133,14.79,-17,382,42.49,44960928,19363,2322,287,12.36,-23,889,38.29,1,0,1250m,150,33250,https://www.punters.com.au/form-guide/royal-randwick_188075/easternbuilt-handicap_1086791/,https://www.punters.com.au/horses/selburose_752936/,https://www.punters.com.au/jockeys/glyn-schofield_553/,https://www.punters.com.au/trainers/chris-waller_499/,4
13,The Face,3,G,64,2,1,50,-22,2,100,0,0,0,0,2,1,50,-22,17433,34865,4.6,,53,53,10,125000,0,0,0,0,0,0,2,1,50,-22,2,100,0,0,0,0,0,0,0,0,0,0,0,0,James Innes Jnr,No,,577540,5775,100,8,8,-26,20,20,1981220,10006,198,15,7.58,-1,40,20.2,436230,7521,58,5,8.62,-61,16,27.59,2029865,8826,230,22,9.57,14,51,22.17,Gerald Ryan & Sterling Alexiou,1842990,18430,100,21,21,-9,45,45,5219905,10830,482,85,17.63,-17,201,41.7,2482520,13347,186,33,17.74,-3,83,44.62,4322060,9778,442,85,19.23,0,186,42.08,3,6.6,1100m,0,12500,https://www.punters.com.au/form-guide/royal-randwick_188075/easternbuilt-handicap_1086791/,https://www.punters.com.au/horses/the-face_764782/,https://www.punters.com.au/jockeys/james-innes-jnr_3485/,https://www.punters.com.au/trainers/gerald-ryan-and-sterling-alexiou_66/,2
2,Volcanic Rock,2,C,0,1,1,100,140,1,100,1,1,100,140,0,0,0,0,12000,12000,10,,56,56,11,500000,0,0,0,0,0,0,1,1,100,140,1,100,0,0,0,0,0,0,1,1,100,140,1,100,Tim Clark,No,,3306400,33064,100,16,16,-24,39,39,10162085,15878,640,70,10.94,-28,209,32.66,4514080,20243,223,32,14.35,-27,86,38.57,11111455,16174,687,91,13.25,-13,234,34.06,Gai Waterhouse & Adrian Bott,2606680,26067,100,19,19,-8,44,44,12219331,14865,822,140,17.03,-9,347,42.21,4363005,16464,265,50,18.87,-4,119,44.91,11297536,13244,853,141,16.53,-19,358,41.97,1,0,1000m,0,12000,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/volcanic-rock_785990/,https://www.punters.com.au/jockeys/tim-clark_1682/,https://www.punters.com.au/trainers/gai-waterhouse-and-adrian-bott_528/,8
3,Overmann,2,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,,56,56,10,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tommy Berry,No,,1034690,10347,100,20,20,6,52,52,11490605,14981,767,135,17.6,-11,354,46.15,6288350,19713,319,69,21.63,7,164,51.41,12063455,16503,731,113,15.46,-14,314,42.95,"Michael, Wayne & John Hawkes",3713285,37133,100,22,22,1,44,44,9368591,20104,466,86,18.45,-8,198,42.49,5665060,29052,195,33,16.92,-19,86,44.1,7567156,15602,485,85,17.53,-15,203,41.86,,,,,,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/overmann_788811/,https://www.punters.com.au/jockeys/tommy-berry_1690/,https://www.punters.com.au/trainers/michael-wayne-and-john-hawkes_4194/,4
4,Acrobat,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,56,56,7,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,James Mc Donald,No,,2898230,28982,100,19,19,-20,50,50,17443335,26310,663,133,20.06,-14,330,49.77,6129795,24618,249,55,22.09,-12,136,54.62,19407970,29317,662,124,18.73,-13,313,47.28,Ciaron Maher & David Eustace,807025,8070,100,16,16,-27,46,46,23985400,15057,1593,284,17.83,-7,669,42,10803390,20816,519,100,19.27,4,234,45.09,19067937,12553,1519,273,17.97,-8,632,41.61,,,,,,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/acrobat_788812/,https://www.punters.com.au/jockeys/james-mc-donald_2905/,https://www.punters.com.au/trainers/ciaron-maher-and-david-eustace_724/,1
5,Maralago,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,,56,56,3,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Regan Bayliss,No,,1559305,15593,100,9,9,-47,24,24,3226816,7628,423,34,8.04,-46,100,23.64,2123020,12713,167,13,7.78,-50,37,22.16,2574329,7777,331,23,6.95,-49,72,21.75,Anthony Cummings,1282995,12830,100,9,9,-46,28,28,3078623,7874,391,34,8.7,-49,107,27.37,1344225,11392,118,10,8.47,-50,30,25.42,3963148,10008,396,39,9.85,-40,121,30.56,,,,,,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/maralago_788813/,https://www.punters.com.au/jockeys/regan-bayliss_7487/,https://www.punters.com.au/trainers/anthony-cummings_229/,12
6,Mission Value,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,56,56,2,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Joshua Parr,No,,2455810,24558,100,17,17,21,37,37,5057985,17685,286,45,15.73,-15,109,38.11,2799015,22214,126,23,18.25,12,49,38.89,5653460,17722,319,46,14.42,-43,116,36.36,Mark Newnham,1077710,10777,100,21,21,0,58,58,5747035,12466,461,86,18.66,-10,227,49.24,2129340,10809,197,41,20.81,-3,106,53.81,5845900,14762,396,69,17.42,-18,181,45.71,,,,,,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/mission-value_788814/,https://www.punters.com.au/jockeys/joshua-parr_753/,https://www.punters.com.au/trainers/mark-newnham_13979/,3
7,Turboart,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,56,56,12,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jason Collett,No,,1732955,17330,100,13,13,-40,42,42,10765575,13340,807,100,12.39,-25,290,35.94,6546285,20205,324,45,13.89,-36,129,39.81,6808195,9603,709,89,12.55,-17,249,35.12,Annabel Neasham,296275,11851,25,8,32,-19,19,76,390275,14455,27,8,29.63,-25,20,74.07,390275,14455,27,8,29.63,-25,20,74.07,0,0,0,0,0,0,0,0,,,,,,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/turboart_788815/,https://www.punters.com.au/jockeys/jason-collett_2426/,https://www.punters.com.au/trainers/annabel-neasham_15293/,11
8,Belle O'ballee,2,F,0,1,0,0,-100,1,100,1,0,0,-100,0,0,0,0,4000,4000,19,,54,54,6,500000,0,0,0,0,0,0,1,0,0,-100,1,100,0,0,0,0,0,0,1,0,0,-100,1,100,Kerrin Mc Evoy,No,,10080025,100800,100,10,10,-20,36,36,17906388,27848,643,69,10.73,-27,220,34.21,11797715,50418,234,21,8.97,-41,80,34.19,11094298,17147,647,74,11.44,-31,222,34.31,Peter & Paul Snowden,1161080,11611,100,16,16,-39,46,46,12090287,11761,1028,150,14.59,-31,415,40.37,3521120,10868,324,48,14.81,-43,131,40.43,13916782,13577,1025,158,15.41,-21,416,40.59,2,0.3,1000m,0,4000,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/belle-oballee_785993/,https://www.punters.com.au/jockeys/kerrin-mc-evoy_815/,https://www.punters.com.au/trainers/peter-and-paul-snowden_15007/,7
9,Contentedly,2,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,,54,54,5,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kathy O'Hara,No,,678090,6781,100,9,9,-30,30,30,3528685,6137,575,66,11.48,-26,191,33.22,1382435,5985,231,19,8.23,-49,65,28.14,3013290,6150,490,57,11.63,-19,156,31.84,Gary Portelli,406900,4069,100,6,6,-75,36,36,2608705,5259,496,52,10.48,-55,183,36.9,861795,4788,180,19,10.56,-56,66,36.67,2447505,5142,476,45,9.45,-56,171,35.92,,,,,,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/contentedly_788816/,https://www.punters.com.au/jockeys/kathy-ohara_1884/,https://www.punters.com.au/trainers/gary-portelli_497/,9
10,Collier Bay,2,F,0,2,0,0,-100,0,0,2,0,0,-100,0,0,0,0,2550,5100,36,,54,54,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-100,0,0,Robbie Dolan,Yes,,597880,5979,100,6,6,-48,31,31,4074940,6407,636,50,7.86,-48,192,30.19,1122000,5667,198,16,8.08,-44,62,31.31,4638380,7398,627,56,8.93,-39,188,29.98,Anthony Cummings,1282995,12830,100,9,9,-46,28,28,3078623,7874,391,34,8.7,-49,107,27.37,1344225,11392,118,10,8.47,-50,30,25.42,3963148,10008,396,39,9.85,-40,121,30.56,6,4.12,900m,-100,1100,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/collier-bay_783857/,https://www.punters.com.au/jockeys/robbie-dolan_14330/,https://www.punters.com.au/trainers/anthony-cummings_229/,5
11,Ashema,2,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,,54,54,4,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rachel King,No,,1063765,10638,100,12,12,-34,40,40,7963140,10746,741,93,12.55,-12,269,36.3,4058355,13394,303,46,15.18,-8,124,40.92,6211455,9541,651,72,11.06,-17,223,34.26,Annabel Neasham,296275,11851,25,8,32,-19,19,76,390275,14455,27,8,29.63,-25,20,74.07,390275,14455,27,8,29.63,-25,20,74.07,0,0,0,0,0,0,0,0,,,,,,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/ashema_788817/,https://www.punters.com.au/jockeys/rachel-king_9898/,https://www.punters.com.au/trainers/annabel-neasham_15293/,2
12,Festival Dancer,2,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,,54,54,9,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Sherry,Yes,,2487285,24873,100,14,14,-37,42,42,5754603,8174,704,111,15.77,-25,312,44.32,3528875,14522,243,35,14.4,-20,94,38.68,2647123,4920,538,95,17.66,-22,258,47.96,Matthew Smith,927130,9271,100,13,13,10,42,42,3749225,8011,468,56,11.97,-23,158,33.76,1894710,10297,184,20,10.87,-21,67,36.41,4594894,10686,430,61,14.19,-17,141,32.79,,,,,,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/festival-dancer_788818/,https://www.punters.com.au/jockeys/tom-sherry_16835/,https://www.punters.com.au/trainers/matthew-smith_325/,6
13,Shocking Force,2,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,,54,54,8,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jay Ford,No,,1318365,13184,100,11,11,2,25,25,3419890,5143,665,69,10.38,-30,195,29.32,1694605,7400,229,24,10.48,-25,63,27.51,2686675,3871,694,55,7.93,-46,188,27.09,Clarry Conners,573480,5735,100,14,14,-26,32,32,840590,4776,176,19,10.8,-17,53,30.11,487435,7168,68,12,17.65,-5,24,35.29,560330,3316,169,10,5.92,-39,51,30.18,,,,,,https://www.punters.com.au/form-guide/royal-randwick_188075/inglis-nursery_1086793/,https://www.punters.com.au/horses/shocking-force_788819/,https://www.punters.com.au/jockeys/jay-ford_709/,https://www.punters.com.au/trainers/clarry-conners_230/,10
1,Tailleur,4,M,84,5,4,80,36,5,100,1,1,100,35,4,3,75,36,50523,252615,2,,58.5,58.5,8,125000,1,1,100,125,1,100,2,2,100,60,2,100,0,0,0,0,0,0,1,1,100,35,1,100,Kerrin Mc Evoy,No,,10080025,100800,100,10,10,-20,36,36,17906388,27848,643,69,10.73,-27,220,34.21,11797715,50418,234,21,8.97,-41,80,34.19,11094298,17147,647,74,11.44,-31,222,34.31,James Cummings,2491350,24914,100,21,21,-11,47,47,26104601,22446,1163,183,15.74,-21,537,46.17,14962045,40329,371,60,16.17,-19,174,46.9,23245801,18792,1237,198,16.01,-22,563,45.51,1,0,1200m,0,68750,https://www.punters.com.au/form-guide/royal-randwick_188075/sydney-commercial-interiors-handicap_1086794/,https://www.punters.com.au/horses/tailleur_742622/,https://www.punters.com.au/jockeys/kerrin-mc-evoy_815/,https://www.punters.com.au/trainers/james-cummings_13534/,2
2,Threeood,5,M,81,25,5,20,52,14,56,13,2,15.38,47,11,3,27.27,71,10034,250845,9,,57,57,6,125000,3,0,0,-100,2,66.67,7,1,14.29,-56,3,42.86,2,0,0,-100,1,50,13,2,15.38,47,7,53.85,Rachel King,No,,1063765,10638,100,12,12,-34,40,40,7963140,10746,741,93,12.55,-12,269,36.3,4058355,13394,303,46,15.18,-8,124,40.92,6211455,9541,651,72,11.06,-17,223,34.26,Joseph Pride,1246405,12464,100,16,16,-6,39,39,3803095,8489,448,68,15.18,-21,175,39.06,1666790,11656,143,23,16.08,-15,56,39.16,3462080,7304,474,66,13.92,-21,190,40.08,1,0,1100m,-100,58000,https://www.punters.com.au/form-guide/royal-randwick_188075/sydney-commercial-interiors-handicap_1086794/,https://www.punters.com.au/horses/threeood_599083/,https://www.punters.com.au/jockeys/rachel-king_9898/,https://www.punters.com.au/trainers/joseph-pride_488/,5
3,Maddi Rocks,4,M,80,12,4,33.33,-7,7,58.33,8,4,50,40,4,0,0,-100,15860,190325,26.5,,56.5,56.5,4,125000,2,0,0,-100,0,0,5,3,60,82,4,80,0,0,0,0,0,0,8,4,50,40,6,75,Brenton Avdulla,No,,1962825,19628,100,17,17,10,41,41,9456884,14350,659,99,15.02,-22,289,43.85,3296640,14333,230,34,14.78,-23,93,40.43,10348379,14954,692,97,14.02,-31,311,44.94,Chris Waller,1044505,10445,100,18,18,-31,45,45,37330931,15692,2379,310,13.03,-22,947,39.81,19068021,21210,899,133,14.79,-17,382,42.49,44960928,19363,2322,287,12.36,-23,889,38.29,5,2.5,1300m,100,3125,https://www.punters.com.au/form-guide/royal-randwick_188075/sydney-commercial-interiors-handicap_1086794/,https://www.punters.com.au/horses/maddi-rocks_702497/,https://www.punters.com.au/jockeys/brenton-avdulla_190/,https://www.punters.com.au/trainers/chris-waller_499/,9
4,Miss Invincible,5,M,80,23,5,21.74,-26,12,52.17,17,5,29.41,1,6,0,0,-100,17085,392965,101,,56.5,56.5,1,125000,6,1,16.67,-30,2,33.33,2,1,50,140,1,50,1,0,0,-100,0,0,17,5,29.41,1,11,64.71,Brandon Lerena,No,,476940,4769,100,16,16,-38,46,46,403945,4297,94,13,13.83,-46,40,42.55,57520,3595,16,2,12.5,-39,6,37.5,498125,4836,103,17,16.5,-25,49,47.57,Bjorn Baker,844180,8442,100,11,11,-44,32,32,7107750,8918,797,118,14.81,-25,296,37.14,2546305,9431,270,37,13.7,-32,98,36.3,7225350,9275,779,128,16.43,-13,314,40.31,9,7.4,1000m,-200,3500,https://www.punters.com.au/form-guide/royal-randwick_188075/sydney-commercial-interiors-handicap_1086794/,https://www.punters.com.au/horses/miss-invincible_594179/,https://www.punters.com.au/jockeys/brandon-lerena_16761/,https://www.punters.com.au/trainers/bjorn-baker_5679/,7
5,Snapdancer,4,M,80,9,2,22.22,54,5,55.56,7,1,14.29,71,0,0,0,0,18261,164350,3.8,,56.5,56.5,3,125000,0,0,0,0,0,0,2,2,100,593,2,100,0,0,0,0,0,0,7,1,14.29,71,3,42.86,Hugh Bowman,No,,2969850,29699,100,13,13,-3,37,37,13724812,25994,528,89,16.86,10,231,43.75,3423910,25362,135,17,12.59,-11,53,39.26,16899035,29647,570,94,16.49,7,255,44.74,Ciaron Maher & David Eustace,807025,8070,100,16,16,-27,46,46,23985400,15057,1593,284,17.83,-7,669,42,10803390,20816,519,100,19.27,4,234,45.09,19067937,12553,1519,273,17.97,-8,632,41.61,1,0,1200m,0,68750,https://www.punters.com.au/form-guide/royal-randwick_188075/sydney-commercial-interiors-handicap_1086794/,https://www.punters.com.au/horses/snapdancer_715552/,https://www.punters.com.au/jockeys/hugh-bowman_577/,https://www.punters.com.au/trainers/ciaron-maher-and-david-eustace_724/,1
7,Intrepidacious,4,M,78,15,4,26.67,-7,8,53.33,9,3,33.33,14,6,1,16.67,-40,12699,190490,15.2,,55.5,53.5,2,125000,1,0,0,-100,0,0,4,1,25,0,3,75,0,0,0,0,0,0,9,3,33.33,14,5,55.56,Louise Day,Yes,2,455535,4555,100,5,5,-68,14,14,2883590,4285,673,52,7.73,-48,169,25.11,1311765,5164,254,19,7.48,-46,57,22.44,2156165,3369,640,51,7.97,-44,163,25.47,John O'Shea,1607995,16080,100,24,24,2,46,46,4298303,10433,412,90,21.84,3,200,48.54,2134855,13097,163,34,20.86,0,75,46.01,2675163,7915,338,65,19.23,-10,162,47.93,4,1.4,1200m,0,6500,https://www.punters.com.au/form-guide/royal-randwick_188075/sydney-commercial-interiors-handicap_1086794/,https://www.punters.com.au/horses/intrepidacious_668950/,https://www.punters.com.au/jockeys/louise-day_14123/,https://www.punters.com.au/trainers/john-oshea_510/,4
8,Misteed,5,M,78,26,4,15.38,7,10,38.46,13,0,0,-100,13,4,30.77,114,12463,324025,51,,55.5,55.5,9,125000,8,1,12.5,13,5,62.5,16,2,12.5,0,7,43.75,7,1,14.29,29,5,71.43,13,0,0,-100,3,23.08,Robbie Dolan,Yes,,597880,5979,100,6,6,-48,31,31,4074940,6407,636,50,7.86,-48,192,30.19,1122000,5667,198,16,8.08,-44,62,31.31,4638380,7398,627,56,8.93,-39,188,29.98,Peter & Paul Snowden,1161080,11611,100,16,16,-39,46,46,12090287,11761,1028,150,14.59,-31,415,40.37,3521120,10868,324,48,14.81,-43,131,40.43,13916782,13577,1025,158,15.41,-21,416,40.59,5,4.7,1400m,200,5000,https://www.punters.com.au/form-guide/royal-randwick_188075/sydney-commercial-interiors-handicap_1086794/,https://www.punters.com.au/horses/misteed_600588/,https://www.punters.com.au/jockeys/robbie-dolan_14330/,https://www.punters.com.au/trainers/peter-and-paul-snowden_15007/,8
9,Jay Jay D'ar,5,M,76,24,4,16.67,82,14,58.33,13,3,23.08,74,11,1,9.09,91,9963,239110,26,,54.5,54.5,7,125000,8,1,12.5,163,3,37.5,14,2,14.29,-10,7,50,5,0,0,-100,1,20,13,3,23.08,74,9,69.23,James Mc Donald,No,,2898230,28982,100,19,19,-20,50,50,17443335,26310,663,133,20.06,-14,330,49.77,6129795,24618,249,55,22.09,-12,136,54.62,19407970,29317,662,124,18.73,-13,313,47.28,Chris Waller,1044505,10445,100,18,18,-31,45,45,37330931,15692,2379,310,13.03,-22,947,39.81,19068021,21210,899,133,14.79,-17,382,42.49,44960928,19363,2322,287,12.36,-23,889,38.29,7,3,1100m,-100,3500,https://www.punters.com.au/form-guide/royal-randwick_188075/sydney-commercial-interiors-handicap_1086794/,https://www.punters.com.au/horses/jay-jay-dar_607227/,https://www.punters.com.au/jockeys/james-mc-donald_2905/,https://www.punters.com.au/trainers/chris-waller_499/,6
